student_id,programming_score,mathematics_score,database_score,ai_score,ml_score,web_score,data_science_score,interest_ai,interest_web,interest_data,interest_programming,interest_cloud,interest_security,preferred_elective
S0273,68.5,64.4,74.5,56.5,67.9,55.7,70.7,4,4,1,1,5,4,Cloud Computing
S0274,100.0,75.6,78.6,52.5,96.9,73.9,100.0,4,2,2,5,3,1,Machine Learning
S0275,93.6,60.6,66.9,21.7,67.9,55.1,57.5,2,5,5,3,4,2,Web Development
S0276,75.8,70.4,19.0,37.4,52.3,37.3,57.6,2,3,2,5,1,5,Cyber Security
S0277,58.6,61.0,45.8,79.2,75.3,66.8,74.9,3,3,3,2,2,2,Artificial Intelligence
S0278,53.3,94.3,93.3,17.8,55.2,57.9,92.9,1,2,3,2,5,1,Data Science
S0279,87.9,75.5,56.8,44.7,52.4,58.4,79.5,5,1,2,3,3,1,Machine Learning
S0280,73.9,66.7,35.2,52.0,40.8,94.6,16.9,5,3,5,5,5,1,Web Development
S0281,77.2,87.9,83.5,94.9,88.2,42.1,71.3,1,2,1,3,5,4,Cloud Computing
S0282,43.8,37.4,65.2,75.4,9.2,70.7,100.0,5,4,5,4,2,1,Data Science
S0283,83.9,39.8,81.6,48.9,76.0,50.1,72.4,1,2,4,2,5,3,Cloud Computing
S0284,76.8,81.9,69.2,86.1,50.7,78.6,36.9,3,5,2,4,4,2,Web Development
S0285,53.3,70.9,71.9,45.2,51.8,69.5,65.6,4,4,4,4,1,1,Web Development
S0286,62.9,73.8,70.4,80.2,93.8,70.7,34.4,2,3,3,5,1,5,Machine Learning
S0287,74.0,50.1,75.5,32.8,45.7,50.8,84.7,2,4,5,1,1,4,Data Science
S0288,70.8,69.7,99.2,81.5,46.4,53.5,40.9,1,4,1,2,4,5,Cyber Security
S0289,65.6,100.0,79.6,51.9,57.4,78.9,61.5,4,4,1,1,1,5,Cyber Security
S0290,68.4,82.4,41.3,39.4,68.3,91.6,42.8,1,3,3,3,2,5,Web Development
S0291,66.2,72.5,71.7,55.7,51.2,72.2,49.1,3,5,5,4,3,4,Web Development
S0292,72.3,63.4,82.1,65.5,28.5,51.5,89.7,2,2,1,4,1,3,Data Science
S0293,92.1,64.1,83.0,50.1,42.7,70.1,62.1,5,3,4,4,2,4,Cyber Security
S0294,31.5,38.1,58.6,71.1,85.6,100.0,48.8,5,2,5,4,4,3,Artificial Intelligence
S0295,66.4,73.9,82.5,48.3,61.5,66.5,37.1,5,3,3,5,5,1,Cloud Computing
S0296,72.6,82.7,78.9,72.4,69.0,86.9,22.6,4,5,5,5,3,2,Web Development
S0297,74.4,46.4,100.0,68.8,54.8,53.9,35.0,3,4,4,3,4,3,Cloud Computing
S0298,64.4,60.1,53.7,58.8,46.8,64.4,62.2,2,2,2,5,3,1,Web Development
S0299,43.6,52.6,57.4,51.2,93.6,74.3,79.6,1,5,5,1,3,5,Data Science
S0300,74.9,55.5,60.4,63.0,56.2,71.0,48.8,5,4,4,4,3,5,Web Development
S0301,95.9,70.8,57.6,71.0,51.1,53.5,91.4,2,3,1,3,5,3,Cloud Computing
S0302,47.0,38.7,51.6,100.0,81.9,52.9,45.6,3,1,3,5,1,3,Artificial Intelligence
S0303,83.0,79.2,23.6,78.8,45.6,79.8,55.2,1,3,4,3,3,5,Web Development
S0304,65.1,81.3,58.5,79.5,48.1,82.9,38.4,2,5,5,1,1,3,Web Development
S0305,69.1,66.2,70.5,100.0,60.2,87.7,79.8,4,3,4,4,5,4,Cloud Computing
S0306,54.2,32.8,57.6,70.3,60.0,92.1,100.0,3,1,3,5,4,3,Web Development
S0307,65.0,55.1,94.0,69.7,65.2,67.0,24.8,3,1,2,1,1,2,Artificial Intelligence
S0308,89.5,88.5,65.2,74.1,100.0,60.3,53.1,2,5,1,1,4,4,Machine Learning
S0309,78.7,28.3,84.4,39.8,66.7,85.3,85.3,1,3,1,4,3,1,Web Development
S0310,96.0,64.8,68.9,51.1,12.4,75.7,31.1,5,4,4,3,1,2,Web Development
S0311,87.7,52.3,77.4,49.9,66.5,50.3,71.3,3,2,5,3,5,4,Cloud Computing
S0312,76.6,82.1,69.2,73.0,60.8,49.5,84.4,2,1,1,1,2,4,Cyber Security
S0313,96.2,59.9,85.5,56.5,60.9,72.4,61.6,2,3,4,3,1,5,Cyber Security
S0314,76.6,76.1,65.8,62.8,64.9,62.3,71.0,4,4,3,3,4,4,Cyber Security
S0315,82.4,78.5,72.4,81.7,59.4,64.6,95.2,3,2,1,5,2,1,Machine Learning
S0316,65.6,97.5,70.5,77.3,58.9,81.1,99.0,2,4,2,2,4,5,Data Science
S0317,71.0,67.0,60.7,56.8,72.3,76.4,58.8,5,3,2,2,1,3,Machine Learning
S0318,59.5,75.6,71.1,46.6,49.2,84.9,49.4,5,2,4,1,5,1,Cloud Computing
S0319,84.8,47.7,98.5,82.7,41.0,36.0,41.6,1,2,2,3,3,3,Cyber Security
S0320,52.3,87.9,60.9,75.5,100.0,68.8,79.5,4,2,5,4,3,1,Machine Learning
S0321,81.7,58.6,71.3,27.9,45.7,75.4,32.6,5,2,2,2,5,3,Cloud Computing
S0322,67.1,61.6,83.9,53.7,62.0,42.1,54.9,3,4,1,4,3,3,Machine Learning
S0323,87.6,69.7,82.1,63.3,30.1,55.2,62.1,1,2,1,5,1,1,Web Development
S0324,81.3,46.6,65.2,75.6,62.3,52.4,49.9,1,4,3,1,3,5,Cyber Security
S0325,97.3,73.4,29.2,78.2,41.3,65.3,65.6,4,2,3,3,4,3,Cloud Computing
S0326,81.0,84.5,72.8,65.7,51.2,89.4,100.0,5,2,4,4,2,5,Data Science
S0327,46.4,74.4,31.7,71.7,80.9,95.3,57.6,1,5,3,1,1,3,Web Development
S0328,69.0,46.2,87.0,61.3,69.4,52.8,51.3,3,5,1,1,1,3,Web Development
S0329,52.4,68.1,67.5,46.5,71.4,72.9,80.3,3,3,2,2,5,5,Cloud Computing
S0330,62.2,81.1,80.0,54.8,24.6,73.4,64.8,2,2,3,1,1,2,Data Science
S0331,92.7,41.8,51.5,60.4,96.7,70.8,88.8,4,4,2,2,3,5,Web Development
S0332,79.6,53.9,41.7,59.3,36.2,71.0,63.3,5,1,4,1,5,1,Cloud Computing
S0333,59.5,83.1,68.9,22.3,90.6,69.6,55.0,2,3,5,5,2,5,Machine Learning
S0334,54.8,74.1,64.5,52.1,80.4,90.3,24.3,1,3,2,3,2,4,Web Development
S0335,70.5,76.2,57.6,61.1,71.5,81.5,27.6,2,4,3,2,4,3,Web Development
S0336,51.8,97.9,66.3,54.4,42.9,49.1,23.3,2,1,5,4,4,2,Data Science
S0337,59.9,77.0,100.0,55.1,63.0,76.9,67.6,4,1,2,1,1,3,Data Science
S0338,74.7,79.9,77.5,69.8,50.6,78.4,32.8,3,2,3,3,3,3,Cloud Computing
S0339,87.3,100.0,80.7,38.4,60.6,69.7,85.1,1,1,2,4,1,5,Cyber Security
S0340,79.1,66.8,77.7,27.4,55.0,82.0,60.6,2,3,4,5,2,5,Cyber Security
S0341,35.6,58.0,87.2,53.0,19.2,67.8,55.1,4,5,4,2,2,3,Data Science
S0342,74.6,76.4,62.1,75.3,82.4,68.0,43.1,3,2,1,3,5,2,Cloud Computing
S0343,71.1,76.6,34.2,93.8,58.4,66.8,72.4,3,3,1,4,5,2,Artificial Intelligence
S0344,76.2,62.1,62.2,75.6,50.3,34.7,43.9,2,2,1,4,4,2,Cloud Computing
S0345,94.2,54.5,77.2,30.6,48.8,63.8,40.3,2,1,1,1,4,1,Cloud Computing
S0346,39.1,100.0,50.5,55.4,67.2,55.0,83.8,1,4,1,5,1,1,Data Science
S0347,61.1,74.9,62.4,65.1,42.1,47.2,67.1,1,2,4,2,1,4,Data Science
S0348,78.9,59.0,54.6,63.6,14.9,86.5,55.3,1,3,5,2,4,2,Web Development
S0349,46.3,83.7,87.5,70.8,68.1,72.6,72.8,4,4,3,1,3,3,Data Science
S0350,92.1,68.4,76.2,41.7,70.4,64.6,60.2,1,5,5,1,3,4,Cyber Security
S0351,75.5,66.2,74.8,61.3,56.0,56.5,67.7,3,1,4,2,4,4,Cyber Security
S0352,82.7,78.4,74.3,68.4,37.0,69.4,43.7,5,3,5,1,2,2,Web Development
S0353,61.4,50.6,64.4,76.5,61.8,79.9,100.0,4,5,4,4,4,4,Web Development
S0354,82.2,75.3,68.0,43.9,30.7,52.6,48.4,3,3,1,3,4,1,Cloud Computing
S0355,86.0,98.7,47.2,53.1,39.5,64.9,91.1,1,1,3,2,2,3,Data Science
S0356,73.5,77.0,32.2,5.9,45.0,78.0,56.2,3,2,3,3,4,1,Web Development
S0357,73.5,64.4,67.3,47.6,76.9,36.0,76.1,5,4,4,4,1,3,Machine Learning
S0358,74.1,62.4,69.9,49.5,52.7,64.1,74.7,2,4,4,1,2,1,Data Science
S0359,57.0,63.8,83.1,39.6,51.0,58.6,82.9,5,2,1,2,4,5,Cyber Security
S0360,67.8,66.2,88.6,63.3,99.1,63.0,43.2,4,1,4,5,5,4,Machine Learning
S0361,67.7,64.3,88.5,58.9,67.0,57.5,81.5,2,2,5,1,1,2,Data Science
S0362,75.8,83.7,50.0,14.8,66.8,67.1,96.9,1,2,1,5,4,4,Machine Learning
S0363,85.0,44.0,59.7,64.3,52.6,93.9,54.8,1,4,3,5,3,2,Web Development
S0364,54.1,82.9,72.2,41.4,48.1,60.1,60.7,2,5,5,2,4,3,Data Science
S0365,68.1,64.3,100.0,69.7,16.3,69.4,49.5,2,1,1,2,4,1,Cloud Computing
S0366,92.2,75.7,87.2,34.4,79.4,94.9,53.1,4,4,1,2,1,3,Web Development
S0367,58.8,53.1,81.8,60.6,69.0,56.7,94.2,3,4,5,3,4,1,Data Science
S0368,57.7,89.9,59.2,54.3,56.4,92.2,39.9,3,4,1,2,2,1,Web Development
S0369,73.0,88.7,51.8,66.1,57.3,65.1,41.2,4,5,4,4,1,3,Web Development
S0370,82.7,84.4,76.8,62.5,74.7,91.7,92.2,4,1,5,2,3,3,Data Science
S0371,70.2,47.3,48.5,54.9,28.9,76.3,72.5,4,4,3,5,1,2,Web Development
S0372,89.9,82.4,61.4,29.3,48.2,69.6,100.0,5,1,3,5,4,1,Data Science
S0373,82.9,76.1,63.3,30.5,37.3,64.0,51.0,2,5,3,3,3,3,Web Development
S0374,82.6,45.9,88.9,48.3,95.4,55.6,62.5,5,3,2,3,3,5,Cyber Security
S0375,78.3,69.6,59.7,59.8,77.5,66.1,46.8,3,1,2,1,1,4,Cyber Security
S0376,100.0,75.5,28.4,47.8,15.9,78.5,62.9,1,4,3,1,4,1,Web Development
S0377,66.9,78.3,72.6,72.5,29.7,64.8,24.5,1,4,5,3,1,5,Cyber Security
S0378,39.9,72.7,54.5,54.4,57.4,60.3,73.7,1,3,5,3,2,3,Data Science
S0379,94.1,74.4,65.6,40.7,50.6,61.2,66.5,5,2,5,2,2,3,Cyber Security
S0380,63.1,92.1,63.7,54.4,33.5,79.9,58.8,1,1,1,1,4,1,Cloud Computing
S0381,71.6,88.4,60.9,64.5,98.9,83.4,52.2,5,5,2,5,3,2,Machine Learning
S0382,89.6,27.0,76.9,66.5,66.3,55.0,42.1,4,1,4,3,5,4,Cloud Computing
S0383,46.0,65.2,42.0,97.6,69.5,55.0,74.6,3,5,3,3,5,2,Artificial Intelligence
S0384,51.2,67.5,57.2,46.6,46.2,70.7,36.6,5,3,2,3,4,1,Web Development
S0385,46.0,43.7,75.3,58.5,74.4,87.9,70.2,5,4,2,3,1,1,Web Development
S0386,58.1,71.4,55.8,68.5,52.4,82.2,100.0,5,4,1,4,4,5,Web Development
S0387,76.6,88.7,40.9,59.5,54.3,46.2,89.7,3,5,2,4,2,5,Cyber Security
S0388,77.9,53.7,75.0,50.0,72.2,61.0,29.9,2,1,3,3,5,1,Cloud Computing
S0389,74.1,75.0,81.8,29.0,27.4,51.0,49.3,1,5,3,1,5,5,Cyber Security
S0390,48.8,56.3,64.3,49.8,91.9,61.0,68.4,5,1,3,5,1,5,Machine Learning
S0391,35.3,59.9,35.6,38.5,63.6,89.1,58.6,5,5,2,2,1,2,Web Development
S0392,70.8,92.2,75.6,25.5,85.6,43.7,32.0,3,2,2,1,4,4,Cyber Security
S0393,62.9,61.9,40.1,44.1,38.5,40.7,67.7,1,5,5,1,1,2,Data Science
S0394,76.9,76.9,69.6,39.1,41.5,52.6,59.8,5,1,3,4,5,2,Cloud Computing
S0395,80.5,41.9,51.7,71.7,36.8,69.3,98.3,2,3,2,2,3,4,Web Development
S0396,72.1,97.9,47.6,72.0,65.0,74.3,54.9,3,3,4,1,3,2,Artificial Intelligence
S0397,81.4,79.0,58.4,41.9,61.3,71.6,83.4,4,5,3,5,5,2,Web Development
S0398,73.4,67.3,62.3,54.8,50.7,82.6,34.7,1,1,3,2,2,2,Web Development
S0399,78.0,78.6,55.3,22.8,39.7,38.6,39.4,1,1,2,5,3,1,Machine Learning
S0400,59.4,48.9,73.8,50.1,34.7,82.8,74.4,1,4,4,5,5,5,Web Development
S0401,67.3,87.7,58.3,68.0,59.0,60.3,81.7,5,1,1,1,1,4,Artificial Intelligence
S0402,73.0,65.1,79.7,76.5,50.7,76.0,40.9,5,4,5,4,1,5,Cyber Security
S0403,82.3,66.9,69.2,45.7,46.3,45.1,60.5,3,1,3,4,1,3,Cyber Security
S0404,64.1,62.6,54.5,81.0,90.9,65.1,32.4,3,5,3,1,2,1,Artificial Intelligence
S0405,77.8,61.3,52.0,29.7,58.4,68.5,56.4,3,3,2,2,1,2,Web Development
S0406,66.0,80.4,40.3,35.0,85.4,82.3,76.7,2,5,3,3,1,2,Web Development
S0407,68.2,73.8,69.4,74.2,49.3,41.2,51.3,3,1,4,1,5,5,Cyber Security
S0408,82.4,79.8,59.7,93.4,64.9,65.5,55.0,2,2,3,4,3,2,Machine Learning
S0409,40.1,69.9,29.4,69.9,58.9,48.7,37.4,4,3,1,2,2,4,Artificial Intelligence
S0410,50.6,77.7,57.0,59.2,26.0,72.6,47.0,2,1,3,5,3,1,Web Development
S0411,47.8,63.7,51.5,16.1,88.6,76.7,95.2,4,1,2,5,5,5,Machine Learning
S0412,35.0,100.0,88.6,19.6,57.3,84.3,61.5,5,2,1,4,3,4,Data Science
S0413,59.8,46.5,39.5,62.6,74.9,57.0,40.0,2,4,5,1,3,3,Web Development
S0414,81.2,88.9,43.4,52.8,45.0,78.9,53.7,1,4,2,1,5,2,Cloud Computing
S0415,65.7,90.5,81.6,37.9,56.7,85.4,28.1,3,1,3,1,1,2,Machine Learning
S0416,73.0,57.2,85.4,61.3,42.7,40.4,39.7,1,1,1,3,3,2,Cloud Computing
S0417,86.3,100.0,53.8,62.3,84.7,74.2,87.2,2,4,2,4,4,3,Machine Learning
S0418,89.9,84.9,55.5,78.9,66.2,79.4,57.2,4,2,2,1,3,5,Cyber Security
S0419,69.0,84.6,74.2,62.7,67.3,61.1,97.8,3,4,1,4,5,2,Cloud Computing
S0420,90.3,70.4,30.1,84.6,87.2,46.8,58.1,3,2,5,1,5,4,Machine Learning
S0421,71.4,66.7,37.1,60.2,83.1,79.1,59.3,4,2,2,2,2,3,Machine Learning
S0422,57.4,66.9,60.8,57.7,75.3,47.0,72.8,1,2,3,3,5,4,Cloud Computing
S0423,61.1,75.9,88.2,81.3,31.6,62.3,6.5,3,2,3,5,2,4,Cyber Security
S0424,47.8,91.0,58.5,40.4,46.1,64.4,64.1,1,4,3,4,2,1,Data Science
S0425,56.7,72.7,66.5,100.0,39.9,75.7,59.0,3,3,3,3,5,1,Cloud Computing
S0426,64.6,56.3,82.0,67.5,74.6,55.6,89.7,2,4,3,1,1,5,Cyber Security
S0427,82.1,82.4,96.6,67.6,63.4,54.7,79.3,5,1,1,2,2,1,Machine Learning
S0428,95.8,83.8,56.3,70.5,32.2,66.5,37.3,2,3,4,4,4,3,Web Development
S0429,49.3,79.8,64.7,97.5,56.2,80.1,84.8,2,3,1,1,3,4,Artificial Intelligence
S0430,75.9,81.2,92.3,75.9,30.1,99.3,54.8,1,5,3,4,5,3,Web Development
S0431,54.4,65.9,42.2,27.9,58.9,42.4,41.9,1,3,2,4,2,1,Machine Learning
S0432,77.1,56.1,80.4,88.1,26.9,69.7,63.9,2,1,3,4,3,1,Cloud Computing
S0433,68.0,57.0,49.7,53.2,70.6,48.7,55.9,2,4,1,2,1,4,Cyber Security
S0434,42.5,45.5,66.5,62.1,67.6,80.3,90.8,4,1,4,2,2,5,Data Science
S0435,83.9,73.6,61.4,34.4,98.2,50.9,66.8,5,5,3,1,1,2,Machine Learning
S0436,60.9,68.7,50.6,70.5,77.0,54.9,64.1,5,2,1,2,4,3,Artificial Intelligence
S0437,62.0,63.4,50.3,47.0,51.5,56.2,78.0,5,4,1,3,2,5,Cyber Security
S0438,54.0,25.7,69.1,62.0,76.4,63.9,81.9,5,4,3,1,4,5,Cyber Security
S0439,60.2,51.3,79.9,54.3,32.0,69.8,75.7,3,3,4,3,2,3,Data Science
S0440,76.4,86.8,63.1,98.5,40.8,72.3,88.4,2,3,3,2,3,4,Data Science
S0441,67.2,60.0,66.1,99.6,66.7,64.9,72.2,4,1,4,3,5,5,Artificial Intelligence
S0442,74.9,75.4,73.6,60.9,16.8,45.1,63.4,2,1,4,2,5,4,Cloud Computing
S0443,75.4,49.1,50.4,61.3,59.3,75.9,84.8,4,4,5,5,1,3,Web Development
S0444,89.8,91.6,76.1,52.5,39.6,64.2,58.2,5,5,5,2,4,4,Cyber Security
S0445,64.9,67.8,77.3,82.1,62.0,82.4,60.7,1,5,5,5,5,2,Web Development
S0446,47.8,74.4,100.0,53.4,38.4,54.4,94.4,4,2,4,1,4,5,Data Science
S0447,86.0,100.0,59.4,51.6,68.5,41.0,92.4,5,2,3,1,1,1,Data Science
S0448,65.0,92.7,58.1,79.6,60.4,64.5,59.8,3,2,3,1,4,2,Artificial Intelligence
S0449,86.7,65.4,76.5,49.2,88.0,84.4,50.9,2,4,4,3,4,2,Web Development
S0450,75.8,61.1,77.3,59.2,60.1,67.4,89.3,2,4,1,5,4,2,Web Development
S0451,68.0,65.1,57.0,28.4,44.6,62.0,76.0,1,4,4,1,3,3,Data Science
S0452,75.2,77.6,59.0,74.1,55.1,51.9,66.3,2,5,3,4,3,4,Web Development
S0453,99.3,68.4,73.1,98.8,33.1,91.4,53.6,4,2,3,4,4,5,Cyber Security
S0454,100.0,64.1,52.6,74.4,68.1,49.6,66.6,3,4,5,2,3,3,Machine Learning
S0455,71.0,92.0,58.8,89.2,71.8,54.1,59.6,2,3,4,2,4,4,Artificial Intelligence
S0456,72.4,68.3,66.3,43.1,100.0,73.6,46.7,3,5,5,5,4,3,Machine Learning
S0457,86.1,100.0,79.9,64.7,47.6,37.2,62.6,5,2,5,4,2,1,Data Science
S0458,57.3,71.4,55.9,41.1,54.6,84.1,65.3,1,1,5,2,4,4,Data Science
S0459,75.0,96.8,37.4,55.4,48.5,74.4,52.5,1,2,2,5,4,1,Web Development
S0460,69.6,75.4,36.3,75.4,64.2,78.5,78.1,5,4,1,3,3,3,Web Development
S0461,74.7,84.4,46.1,62.0,67.6,73.4,85.8,4,5,2,1,4,5,Web Development
S0462,57.5,59.1,45.3,31.7,58.9,62.6,79.4,3,5,4,5,1,4,Web Development
S0463,46.2,57.2,62.7,33.7,81.7,49.1,54.5,5,1,5,5,2,3,Machine Learning
S0464,38.9,76.9,47.2,32.4,47.7,62.9,75.1,3,3,5,3,4,2,Data Science
S0465,53.2,84.8,54.5,69.8,79.7,50.4,61.6,3,1,4,4,5,5,Machine Learning
S0466,63.1,70.6,53.4,100.0,70.8,72.3,35.3,2,2,4,2,4,5,Artificial Intelligence
S0467,65.6,50.7,58.4,87.2,59.8,77.1,73.5,5,5,5,5,4,2,Web Development
S0468,99.1,49.6,84.8,22.1,53.7,87.2,62.9,4,5,4,2,2,1,Web Development
S0469,86.6,48.6,74.9,88.4,100.0,70.6,100.0,2,1,1,2,4,3,Cloud Computing
S0470,55.6,43.5,65.2,78.7,43.7,78.9,89.1,4,1,3,3,2,4,Data Science
S0471,75.2,71.6,58.1,29.1,66.0,60.5,74.2,4,4,2,2,1,5,Cyber Security
S0472,63.9,86.9,58.5,53.9,45.0,57.8,65.0,1,3,4,4,2,5,Cyber Security
S0473,65.7,69.8,69.9,81.9,95.7,72.1,63.3,1,3,4,4,4,2,Machine Learning
S0474,72.8,36.1,73.8,71.0,77.7,59.2,39.9,3,5,2,3,5,2,Cloud Computing
S0475,79.3,67.1,51.4,33.8,46.4,69.0,25.2,4,5,2,4,3,5,Web Development
S0476,64.9,67.6,65.5,72.2,70.3,49.1,42.5,4,5,1,3,5,2,Cloud Computing
S0477,86.0,100.0,34.5,17.2,65.2,51.8,59.0,2,4,2,5,4,3,Machine Learning
S0478,52.9,48.1,68.2,55.5,49.7,74.5,17.9,5,5,5,2,3,2,Web Development
S0479,70.1,64.1,76.4,82.8,75.2,78.3,49.1,3,4,4,4,5,2,Cloud Computing
S0480,100.0,95.6,60.8,60.4,67.8,50.2,55.0,2,5,5,3,3,3,Machine Learning
S0481,73.3,76.7,92.2,50.0,64.3,75.1,55.7,1,3,5,5,3,2,Web Development
S0482,91.5,78.4,51.8,77.8,59.2,57.0,46.8,5,1,5,2,4,3,Machine Learning
S0483,71.4,71.7,68.3,79.5,68.6,65.2,53.2,4,5,1,1,4,2,Artificial Intelligence
S0484,78.7,74.9,64.5,86.2,64.6,86.3,94.5,3,5,2,5,3,1,Web Development
S0485,69.1,81.7,63.5,77.5,61.2,77.1,73.2,2,2,1,5,3,4,Cyber Security
S0486,67.4,57.9,63.3,81.6,47.2,76.9,48.8,1,3,1,4,5,5,Cloud Computing
S0487,58.3,83.2,66.6,74.7,93.9,93.6,58.6,1,3,2,3,1,3,Web Development
S0488,76.5,49.4,77.7,65.3,39.0,54.4,59.4,1,4,2,3,1,2,Web Development
S0489,57.2,74.9,85.7,61.8,68.6,50.2,44.6,3,4,1,4,3,4,Cyber Security
S0490,80.0,72.7,65.0,55.3,53.6,54.2,44.6,1,2,5,4,1,3,Cyber Security
S0491,86.3,60.8,77.2,35.8,95.2,61.2,80.2,1,5,3,2,2,3,Web Development
S0492,75.5,69.7,54.5,40.9,41.9,29.7,51.6,2,5,4,1,3,3,Cyber Security
S0493,65.7,60.7,76.5,54.4,45.3,61.9,38.1,4,5,4,1,3,4,Cyber Security
S0494,76.8,53.9,53.6,64.8,40.6,56.8,59.1,3,3,5,2,2,1,Web Development
S0495,65.4,64.7,81.4,88.8,66.5,76.8,62.4,1,1,1,4,2,1,Artificial Intelligence
S0496,84.0,53.4,98.2,59.2,32.5,70.3,20.5,4,5,2,3,4,1,Cloud Computing
S0497,42.5,74.8,63.2,80.1,50.4,56.0,59.2,3,1,2,4,5,1,Artificial Intelligence
S0498,65.0,52.7,32.1,81.6,17.0,73.8,77.4,1,1,3,3,4,5,Cyber Security
S0499,40.1,80.7,56.8,55.4,64.8,75.8,69.0,4,2,3,2,3,4,Data Science
S0500,47.6,52.3,83.5,71.9,50.0,53.5,100.0,5,1,4,4,1,4,Data Science
S0501,90.5,61.5,73.3,55.1,30.2,57.6,85.0,3,4,3,4,2,4,Cyber Security
S0502,83.4,60.6,68.7,86.4,81.7,31.6,89.0,1,3,2,5,3,1,Machine Learning
S0503,59.2,89.9,80.1,72.7,33.8,48.6,100.0,2,2,3,5,2,2,Data Science
S0504,47.5,75.0,72.3,36.2,75.9,53.9,75.2,3,1,5,2,4,4,Data Science
S0505,25.5,66.8,83.3,63.2,46.0,66.1,63.3,5,2,3,4,2,3,Data Science
S0506,61.8,77.5,78.8,93.0,92.0,50.8,79.5,5,4,3,2,5,3,Artificial Intelligence
S0507,100.0,38.4,87.8,56.4,75.0,57.3,48.8,5,4,1,5,2,4,Cyber Security
S0508,76.5,69.4,70.4,69.0,39.8,46.6,62.2,5,2,1,4,3,1,Machine Learning
S0509,61.6,100.0,78.6,70.9,41.7,67.6,47.0,3,1,2,5,4,4,Cyber Security
S0510,77.0,72.0,60.4,39.3,72.1,71.4,68.0,4,3,1,2,2,4,Machine Learning
S0511,46.6,71.0,56.0,70.2,54.8,71.0,47.0,4,4,3,1,4,3,Artificial Intelligence
S0512,65.5,78.2,90.6,32.1,56.6,65.2,46.3,4,1,5,1,3,3,Data Science
S0513,71.5,83.4,68.2,47.5,85.4,41.9,68.3,4,4,3,3,4,1,Machine Learning
S0514,68.7,40.0,77.1,81.5,45.0,55.7,57.2,1,1,4,5,3,2,Cloud Computing
S0515,81.9,44.8,66.9,67.1,61.8,58.9,21.4,5,2,5,4,5,2,Cloud Computing
S0516,75.2,73.2,56.2,53.9,79.1,59.0,30.9,1,4,4,5,4,5,Cyber Security
S0517,80.0,59.3,65.2,68.9,76.2,66.1,37.1,3,1,4,3,1,1,Machine Learning
S0518,59.7,89.7,86.5,58.8,56.8,86.4,42.3,3,2,4,5,3,2,Web Development
S0519,83.5,65.3,73.3,60.3,54.2,77.2,68.3,5,1,2,5,5,1,Cloud Computing
S0520,94.4,41.0,39.3,73.1,25.2,50.2,64.4,1,2,3,2,2,2,Web Development
S0521,55.4,51.0,61.8,45.5,38.9,75.2,81.3,3,4,2,5,3,1,Web Development
S0522,56.7,28.8,91.7,60.8,66.4,74.6,75.1,2,2,4,1,4,2,Cloud Computing
S0523,90.0,66.5,61.8,53.8,57.2,52.9,81.4,1,1,3,3,2,4,Cyber Security
S0524,67.1,67.2,38.0,28.3,61.5,77.7,72.2,2,2,5,3,3,4,Web Development
S0525,91.1,63.6,93.4,41.6,80.8,62.6,64.2,3,1,1,2,3,2,Cloud Computing
S0526,63.4,86.2,75.2,91.4,36.3,43.9,82.0,5,4,1,5,1,4,Artificial Intelligence
S0527,91.8,88.0,63.9,67.7,55.3,71.8,78.4,2,5,4,4,1,4,Web Development
S0528,72.0,67.4,59.4,33.5,63.8,68.3,67.5,5,1,4,1,3,5,Cyber Security
S0529,73.9,38.0,81.2,29.2,45.9,61.6,85.4,4,4,4,1,1,5,Cyber Security
S0530,93.5,79.3,56.9,57.8,88.6,64.4,13.1,5,2,2,1,5,2,Machine Learning
S0531,64.6,78.3,82.2,91.2,78.2,54.2,54.2,5,1,1,2,3,3,Artificial Intelligence
S0532,55.9,74.6,73.1,56.3,65.8,74.2,53.9,4,4,2,1,4,4,Cloud Computing
S0533,63.3,84.7,68.7,86.1,95.9,64.3,83.1,4,2,3,2,2,2,Artificial Intelligence
S0534,76.8,52.5,67.2,67.0,30.0,67.5,91.4,1,3,3,4,2,3,Web Development
S0535,46.5,100.0,62.4,69.4,59.8,70.4,31.0,4,3,5,5,3,3,Artificial Intelligence
S0536,79.6,55.6,80.7,33.3,67.3,47.7,88.2,1,3,5,4,4,2,Data Science
S0537,61.9,81.2,52.0,78.8,41.7,51.6,36.6,4,1,4,3,2,1,Artificial Intelligence
S0538,87.2,44.7,40.7,53.3,66.0,31.9,37.2,4,2,1,4,2,1,Machine Learning
S0539,34.1,56.0,74.2,77.3,37.9,73.5,55.3,4,4,1,5,1,4,Web Development
S0540,58.2,92.7,74.5,43.7,73.8,46.8,53.6,4,5,3,1,3,5,Cyber Security
S0541,44.7,66.1,72.2,63.5,81.2,67.0,28.8,2,1,4,5,4,4,Machine Learning
S0542,57.6,82.6,71.1,67.0,65.4,70.6,73.0,2,3,4,4,3,2,Data Science
S0543,73.7,73.6,60.2,56.9,22.9,74.0,73.6,3,5,2,2,2,1,Web Development
S0544,67.3,68.4,76.8,68.1,40.7,46.9,81.1,3,2,1,3,2,4,Cyber Security
S0545,66.2,90.5,64.3,54.7,71.3,64.0,51.3,2,3,2,3,2,1,Machine Learning
S0546,67.6,66.5,57.7,47.0,60.4,90.1,59.2,3,5,4,1,2,3,Web Development
S0547,73.1,43.3,60.3,92.1,6.1,90.7,59.4,3,5,5,2,2,5,Web Development
